Cell Preparation,Stoichiometry,Cytokine conditioning,Donor,Time,IFNg,IL-10,IL-17a,IL-2,IL-4,IL-6,TNF
Pure NK,30:1,IL-12+IL-15,279,18.0,5.450832877129122e-08,3.019533033301703e-08,1.267625335204671e-07,1.5982565543759956e-08,1.4435730825643747e-08,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,279,24.0,1.7825820880935298e-08,7.465354056645608e-09,8.536235005092829e-08,3.8884384238394315e-08,6.66068645433638e-09,1.9016324386417526e-08,6.817225663389222e-08
Pure NK,30:1,IL-12+IL-15,279,30.0,6.201061850714186e-08,1.1679342559929229e-08,1.9107365509617675e-07,1.5982565543759956e-08,9.34733184121939e-09,1.9016324386417526e-08,7.717305696021664e-08
Pure NK,30:1,IL-12+IL-15,279,36.0,1.6399214029693407e-08,7.862992714070968e-09,1.228863096609024e-07,3.165036837747255e-08,6.66068645433638e-09,1.9016324386417526e-08,5.2104465818206266e-08
Pure NK,30:1,IL-12+IL-15,279,42.0,7.765242100379643e-08,7.465354056645608e-09,2.5330340205186656e-07,8.488428014886172e-08,2.8152693122650558e-08,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,279,48.0,5.893253488105288e-08,1.7641400535142652e-08,9.135324818203934e-08,3.302872258709163e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,279,60.0,6.967145359144383e-08,7.465354056645608e-09,3.5624479835086265e-07,1.5982565543759956e-08,9.752323296883206e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,279,72.0,4.046169527617033e-08,1.606758074020138e-08,3.6521847135585447e-07,1.5982565543759956e-08,6.66068645433638e-09,2.229875910326422e-08,1.3603645587020837e-07
Pure NK,Target-,No cytokine,276,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,2.0004433521445573e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,276,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,276,6.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,276,12.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,276,18.0,1.2563935788623802e-08,1.8424604662022195e-08,1.031030730178473e-07,1.9182880876956082e-08,6.66068645433638e-09,1.9016324386417526e-08,5.061075030505112e-08
Pure NK,Target-,No cytokine,276,24.0,1.2563935788623802e-08,7.465354056645608e-09,9.506312905437257e-08,1.5982565543759956e-08,8.431538587511832e-09,1.9016324386417526e-08,3.684431542634806e-08
Pure NK,Target-,No cytokine,276,30.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.6907705502910622e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,276,36.0,2.7138356885642782e-08,1.9724870620801188e-08,1.2905373266173522e-07,1.9388543395713496e-08,1.3152524474627395e-08,4.0802175682812936e-08,9.017392445584456e-08
Pure NK,Target-,No cytokine,276,42.0,1.762334686901921e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.488316820305644e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,276,48.0,1.7420442483252028e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.3162975862357314e-08,4.0475848216662984e-08
Pure NK,Target-,No cytokine,276,60.0,1.2563935788623802e-08,8.552590671391996e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,276,72.0,2.9921204602634335e-08,3.283287094395835e-08,1.5417723021799738e-07,3.5966496449328034e-08,7.302668383036479e-09,4.895386271778012e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,277,1.0,1.9430890958632276e-08,7.465354056645608e-09,8.85089595276772e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,277,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,277,6.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,277,12.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,277,18.0,1.8831965012830436e-08,7.465354056645608e-09,8.536235005092829e-08,1.9388543395713496e-08,6.66068645433638e-09,1.9016324386417526e-08,4.35512740255548e-08
Pure NK,Target-,No cytokine,277,24.0,1.3259427484868306e-08,8.27723807221053e-09,8.754832581877548e-08,1.5982565543759956e-08,6.66068645433638e-09,2.857615151701988e-08,3.368986540072346e-08
Pure NK,Target-,No cytokine,277,30.0,1.5366086148745657e-08,7.465354056645608e-09,1.0740677237281119e-07,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,277,36.0,3.3380012285035437e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.695141927339057e-08,4.5584099242340125e-08
Pure NK,Target-,No cytokine,277,42.0,2.5443541380772728e-08,1.8424604662022195e-08,8.536235005092829e-08,1.8564763001517762e-08,9.042790392745126e-09,1.9016324386417526e-08,1.02461967313244e-07
Pure NK,Target-,No cytokine,277,48.0,1.3472750747202437e-08,8.82732249929891e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,4.15046290922395e-08
Pure NK,Target-,No cytokine,277,60.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,277,72.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.8564763001517762e-08,6.66068645433638e-09,3.082805750984008e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,278,1.0,1.660437893247573e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,278,3.0,1.4740038858106112e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,7.199466159844763e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,278,6.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,278,12.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,278,18.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,3.4989545640671596e-08,9.752323296883206e-09,2.0561437397257868e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,278,24.0,1.410903022016933e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.612188082648313e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,278,30.0,1.2563935788623802e-08,9.101455702569231e-09,8.536235005092829e-08,1.5982565543759956e-08,8.53362191071039e-09,1.9016324386417526e-08,5.6058249301797324e-08
Pure NK,Target-,No cytokine,278,36.0,1.2563935788623802e-08,7.465354056645608e-09,9.506312905437257e-08,1.877099311543453e-08,6.66068645433638e-09,1.9016324386417526e-08,7.292937004390812e-08
Pure NK,Target-,No cytokine,278,42.0,1.2563935788623802e-08,9.784302150068346e-09,8.536235005092829e-08,1.5982565543759956e-08,1.5319478394865763e-08,3.082805750984008e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,278,48.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,2.487828571542551e-08,6.66068645433638e-09,1.9016324386417526e-08,3.262897761127833e-08
Pure NK,Target-,No cytokine,278,60.0,1.2563935788623802e-08,9.101455702569231e-09,1.0046717509279815e-07,1.5982565543759956e-08,1.678473606908022e-08,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,278,72.0,5.582565062348353e-08,1.7117924107721088e-08,8.536235005092829e-08,1.877099311543453e-08,8.124768363123822e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,279,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,279,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,279,6.0,1.2615572469350787e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,279,12.0,1.2563935788623802e-08,9.920463762078535e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,5.011143826704547e-08
Pure NK,Target-,No cytokine,279,18.0,1.2563935788623802e-08,1.127520017200295e-08,8.536235005092829e-08,1.5982565543759956e-08,7.405769275114116e-09,4.5979438675458197e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,279,24.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.6491331591676173e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,279,30.0,1.6399214029693407e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,279,36.0,1.2563935788623802e-08,1.1140262214689697e-08,8.536235005092829e-08,8.251619980278032e-08,6.66068645433638e-09,1.9016324386417526e-08,3.5797350840220366e-08
Pure NK,Target-,No cytokine,279,42.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,279,48.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,5.5566276666770504e-08
Pure NK,Target-,No cytokine,279,60.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,No cytokine,279,72.0,5.483818590256168e-08,1.9205501115910685e-08,1.3578311879878163e-07,1.5982565543759956e-08,6.66068645433638e-09,2.687717061193187e-08,9.475113721325252e-08
Pure NK,Target-,IL-12+IL-15,276,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,276,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,276,6.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,276,12.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,276,18.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.815171766851717e-08,6.66068645433638e-09,1.9016324386417526e-08,3.5797350840220366e-08
Pure NK,Target-,IL-12+IL-15,276,24.0,1.410903022016933e-08,8.690032761281212e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,276,30.0,1.410903022016933e-08,9.238304334005474e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,276,36.0,1.5157937249862757e-08,7.465354056645608e-09,1.1160709861525175e-07,1.5982565543759956e-08,6.992750983057256e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,276,42.0,1.2563935788623802e-08,1.5540628986388178e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,276,48.0,1.2563935788623802e-08,1.0870041163317576e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9103902496953475e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,276,60.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.28752193813654e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,276,72.0,1.2563935788623802e-08,2.076079513474392e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,277,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,277,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,4.0475848216662984e-08
Pure NK,Target-,IL-12+IL-15,277,6.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,277,12.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,277,18.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,277,24.0,1.2563935788623802e-08,1.1140262214689697e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,5.4590758540855774e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,277,30.0,1.2615572469350787e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,277,36.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,277,42.0,2.0815461406767608e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,277,48.0,1.2563935788623802e-08,1.9854563822251262e-08,8.536235005092829e-08,3.165036837747255e-08,6.66068645433638e-09,4.380594156575071e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,277,60.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,277,72.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,278,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,278,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,278,6.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,278,12.0,1.304546644899999e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,278,18.0,1.2563935788623802e-08,9.238304334005474e-09,1.2981193929920866e-07,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,278,24.0,1.2563935788623802e-08,1.3686121438296032e-08,9.597672589118149e-08,1.5982565543759956e-08,7.919808776738413e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,278,30.0,1.2830853148411522e-08,7.724573615440419e-09,8.536235005092829e-08,1.5982565543759956e-08,7.919808776738413e-09,1.9016324386417526e-08,3.527220683969359e-08
Pure NK,Target-,IL-12+IL-15,278,36.0,1.2563935788623802e-08,8.690032761281212e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.50132732621451e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,278,42.0,1.2830853148411522e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,2.3423646727653985e-08,1.9016324386417526e-08,4.609024185735025e-08
Pure NK,Target-,IL-12+IL-15,278,48.0,1.2563935788623802e-08,8.27723807221053e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.684431542634806e-08
Pure NK,Target-,IL-12+IL-15,278,60.0,1.8831965012830436e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,1.47307162912694e-08,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,278,72.0,1.2563935788623802e-08,1.6855769686704537e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,279,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,279,3.0,2.022421850118337e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,279,6.0,3.1203577187865575e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,279,12.0,2.4110951768390604e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,8.227113043639866e-09,1.9016324386417526e-08,8.879438179353477e-08
Pure NK,Target-,IL-12+IL-15,279,18.0,1.7217100771047504e-08,7.465354056645608e-09,1.1732987939033862e-07,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,6.57759538863503e-08
Pure NK,Target-,IL-12+IL-15,279,24.0,1.2563935788623802e-08,7.862992714070968e-09,8.536235005092829e-08,4.2362091765532177e-08,6.66068645433638e-09,1.9016324386417526e-08,6.288372299614564e-08
Pure NK,Target-,IL-12+IL-15,279,30.0,2.0026432481036157e-08,7.465354056645608e-09,9.135324818203934e-08,3.6161619523031077e-08,6.66068645433638e-09,2.0561437397257868e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,279,36.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,2.0823141873524398e-08,6.66068645433638e-09,1.9016324386417526e-08,1.006552598650578e-07
Pure NK,Target-,IL-12+IL-15,279,42.0,2.918391596327895e-08,7.465354056645608e-09,1.5212512641587833e-07,3.224169387611781e-08,1.2855199429181265e-08,1.9016324386417526e-08,7.576228774887789e-08
Pure NK,Target-,IL-12+IL-15,279,48.0,7.718703818666283e-08,2.101920995422685e-08,2.1637255317071014e-07,1.5982565543759956e-08,1.0558871254965643e-08,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,Target-,IL-12+IL-15,279,60.0,4.133046158891359e-08,1.1813837845864517e-08,2.240498979311877e-07,1.5982565543759956e-08,8.737535566790134e-09,1.9016324386417526e-08,8.925456527988479e-08
