Cell Preparation,Stoichiometry,Cytokine conditioning,Donor,Time,IFNg,IL-10,IL-17a,IL-2,IL-4,IL-6,TNF
Pure NK,10:1,IL-12+IL-15,276,18.0,1.295426400528865e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,1.1060783727108409e-08,4.976237028418219e-08,7.481969090649126e-08
Pure NK,10:1,IL-12+IL-15,276,24.0,1.288312421348994e-07,1.3686121438296032e-08,1.1243552993591901e-07,1.5982565543759956e-08,8.124768363123822e-09,5.485791459846415e-08,3.2096660111227937e-08
Pure NK,10:1,IL-12+IL-15,276,30.0,9.993237070701855e-08,7.465354056645608e-09,8.536235005092829e-08,1.6074063884019057e-08,6.66068645433638e-09,3.695141927339057e-08,4.2529732609909354e-08
Pure NK,10:1,IL-12+IL-15,276,36.0,9.755184071047127e-08,7.465354056645608e-09,1.3132027827958775e-07,3.440228531294497e-08,6.66068645433638e-09,2.716096380761861e-08,8.091739238270188e-08
Pure NK,10:1,IL-12+IL-15,276,42.0,6.919714270410246e-08,1.40849185431997e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,4.895386271778012e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,276,48.0,8.181957081403424e-08,1.1813837845864517e-08,1.0483755738252684e-07,2.4273796100726297e-08,6.66068645433638e-09,3.9430635090705956e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,276,60.0,5.582565062348353e-08,1.2082508730924439e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.716096380761861e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,276,72.0,4.167704251228977e-08,1.1813837845864517e-08,8.536235005092829e-08,2.102739031072198e-08,8.941119424502898e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,277,1.0,2.120790685077205e-08,7.465354056645608e-09,8.536235005092829e-08,4.409198502334531e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,277,3.0,8.365980096511238e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.1721003188842552e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,277,6.0,6.570104639803629e-08,7.465354056645608e-09,8.536235005092829e-08,1.7115565470248254e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,277,12.0,9.575996820739834e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.9155840909034097e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,277,18.0,1.0848401306107626e-07,7.465354056645608e-09,1.6874920233170463e-07,3.026697153742709e-08,1.3548239786755813e-08,1.9016324386417526e-08,5.2104465818206266e-08
Pure NK,10:1,IL-12+IL-15,277,24.0,9.918949706585792e-08,1.5408697885172318e-08,1.2829278728892666e-07,1.5982565543759956e-08,1.0458292741499056e-08,6.308820479474677e-08,7.764249317303315e-08
Pure NK,10:1,IL-12+IL-15,277,30.0,9.276072678090547e-08,7.465354056645608e-09,1.1973055276181875e-07,1.8977031585442907e-08,6.66068645433638e-09,6.308820479474677e-08,5.061075030505112e-08
Pure NK,10:1,IL-12+IL-15,277,36.0,9.53111126303576e-08,7.465354056645608e-09,2.0223365166045336e-07,1.5982565543759956e-08,1.0458292741499056e-08,6.703764413219535e-08,9.383824893964202e-08
Pure NK,10:1,IL-12+IL-15,277,42.0,7.609923911326366e-08,1.8294233970694738e-08,1.5074761277689787e-07,1.5982565543759956e-08,1.0860211949025581e-08,5.5124960733417215e-08,3.9960040808172215e-08
Pure NK,10:1,IL-12+IL-15,277,48.0,9.889208412567596e-08,7.465354056645608e-09,1.2131472236201026e-07,3.3421647614909567e-08,3.487133389853353e-08,4.6250502786928365e-08,2.3827319551365478e-07
Pure NK,10:1,IL-12+IL-15,277,60.0,7.344603466286288e-08,7.465354056645608e-09,1.9286172747576802e-07,1.5982565543759956e-08,6.66068645433638e-09,7.331698082976569e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,277,72.0,7.014519913874761e-08,3.6451708761547246e-08,1.4087890754754106e-07,2.3465826261521033e-08,6.66068645433638e-09,4.814421935253415e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,278,1.0,1.2563935788623802e-08,7.465354056645608e-09,9.506312905437257e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,278,3.0,4.867526832581188e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,8.5671332865475e-08,2.4024406008413943e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,278,6.0,4.630732988818105e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,5.359203366775783e-08
Pure NK,10:1,IL-12+IL-15,278,12.0,5.958287449614699e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,7.617986274202266e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,278,18.0,7.935471522789049e-08,7.465354056645608e-09,1.4159766123166026e-07,1.5982565543759956e-08,1.1561124845789992e-08,2.4024406008413943e-08,3.4745926391007655e-08
Pure NK,10:1,IL-12+IL-15,278,24.0,7.328944792767364e-08,7.465354056645608e-09,1.3207047962382323e-07,1.5982565543759956e-08,9.752323296883206e-09,2.9703945549248884e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,278,30.0,5.450832877129122e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,6.703764413219535e-08,3.2096660111227937e-08
Pure NK,10:1,IL-12+IL-15,278,36.0,4.0635716149279435e-08,7.465354056645608e-09,8.536235005092829e-08,2.041413468017379e-08,6.66068645433638e-09,6.203156133423058e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,278,42.0,2.506413632933782e-08,7.465354056645608e-09,1.4374067063202746e-07,2.987075102545735e-08,3.0028827739341104e-08,7.357762184085576e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,278,48.0,1.5366086148745657e-08,7.465354056645608e-09,1.1571256688801083e-07,1.5982565543759956e-08,1.0156152051663804e-08,5.964852726519099e-08,3.527220683969359e-08
Pure NK,10:1,IL-12+IL-15,278,60.0,3.211368250332466e-08,7.465354056645608e-09,1.8135887673360407e-07,3.752505717587688e-08,6.66068645433638e-09,5.352102190045736e-08,5.260099354501919e-08
Pure NK,10:1,IL-12+IL-15,278,72.0,5.285363918158524e-08,2.4487447984788787e-08,2.2513364156595947e-07,1.5982565543759956e-08,2.113118613077994e-08,6.677496669068856e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,279,1.0,2.120790685077205e-08,1.2350762430642e-08,8.536235005092829e-08,1.0204123265799084e-07,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,279,3.0,7.407180089401606e-08,7.465354056645608e-09,9.41441044363216e-08,1.5982565543759956e-08,6.66068645433638e-09,3.50132732621451e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,279,6.0,1.0628359415328404e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,5.432349190691898e-08,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,279,12.0,1.537979149812797e-07,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.8296255212592618e-07,5.507367622940531e-08
Pure NK,10:1,IL-12+IL-15,279,18.0,1.0525412092638577e-07,7.465354056645608e-09,1.3943462208951302e-07,3.985291143743259e-08,1.1060783727108409e-08,1.9070540719095848e-07,4.860915189909564e-08
Pure NK,10:1,IL-12+IL-15,279,24.0,8.944230847947505e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.950504341490783e-07,7.95162232921261e-08
Pure NK,10:1,IL-12+IL-15,279,30.0,7.547642528832631e-08,7.465354056645608e-09,1.1652294421105937e-07,1.5982565543759956e-08,2.1705822493185184e-08,1.3791255069410248e-07,6.384987954655487e-08
Pure NK,10:1,IL-12+IL-15,279,36.0,8.731960600482559e-08,1.3553009724966177e-08,8.536235005092829e-08,3.4206346534023945e-08,1.4238843547775364e-08,1.5565834915345375e-07,5.061075030505112e-08
Pure NK,10:1,IL-12+IL-15,279,42.0,6.184929849151412e-08,7.465354056645608e-09,3.206573993506025e-07,1.5982565543759956e-08,6.66068645433638e-09,1.7932468727731134e-07,3.0800562973453844e-08
Pure NK,10:1,IL-12+IL-15,279,48.0,3.1203577187865575e-08,1.7510633968408526e-08,2.2513364156595947e-07,1.5982565543759956e-08,9.954379578293429e-09,1.4582023976057014e-07,5.011143826704547e-08
Pure NK,10:1,IL-12+IL-15,279,60.0,4.766302871324662e-08,7.465354056645608e-09,1.7322606662367072e-07,1.5982565543759956e-08,6.66068645433638e-09,1.262325350614939e-07,7.05565518147985e-08
Pure NK,10:1,IL-12+IL-15,279,72.0,6.808818743005079e-08,1.8685154331128434e-08,8.85089595276772e-08,1.5982565543759956e-08,1.8628292788894032e-08,1.6422740562569518e-07,1.4036230026494344e-07
Pure NK,30:1,No cytokine,276,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,276,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,276,6.0,1.6193573679232857e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,276,12.0,1.2563935788623802e-08,8.27723807221053e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.368986540072346e-08
Pure NK,30:1,No cytokine,276,18.0,1.8027871269858152e-08,1.2484736111860745e-08,8.536235005092829e-08,2.628402137300756e-08,6.66068645433638e-09,3.138878324690794e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,276,24.0,2.3150796196028806e-08,7.465354056645608e-09,8.536235005092829e-08,2.407201899981852e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,276,30.0,1.4319936080340032e-08,8.4149934141756e-09,8.536235005092829e-08,1.5982565543759956e-08,7.405769275114116e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,276,36.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.8564763001517762e-08,9.65118661923075e-09,3.417983965642302e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,276,42.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.6074063884019057e-08,1.5515384090245607e-08,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,276,48.0,1.2563935788623802e-08,1.5672482071934225e-08,8.536235005092829e-08,2.306096518386489e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,276,60.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,276,72.0,1.2563935788623802e-08,8.4149934141756e-09,8.536235005092829e-08,1.815171766851717e-08,6.66068645433638e-09,1.9016324386417526e-08,4.099070580042892e-08
Pure NK,30:1,No cytokine,277,1.0,1.5780832875341192e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,7.302668383036479e-09,1.9016324386417526e-08,4.406074315000295e-08
Pure NK,30:1,No cytokine,277,3.0,1.701331456914815e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,277,6.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,277,12.0,1.2563935788623802e-08,7.465354056645608e-09,1.1652294421105937e-07,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,277,18.0,1.2563935788623802e-08,1.5276687996423153e-08,8.536235005092829e-08,1.9388543395713496e-08,6.66068645433638e-09,3.026645146886716e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,277,24.0,1.92316321871225e-08,7.465354056645608e-09,1.1489869324060224e-07,2.46769280873154e-08,6.66068645433638e-09,2.4024406008413943e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,277,30.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,277,36.0,1.2563935788623802e-08,8.964462604135205e-09,1.221020660509661e-07,2.143538663315506e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,277,42.0,1.2563935788623802e-08,7.465354056645608e-09,9.688500985594167e-08,1.5982565543759956e-08,6.66068645433638e-09,5.1644594695187885e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,277,48.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,277,60.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,277,72.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9688036883160066e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,278,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,278,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,278,6.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,278,12.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,4.8297567995051344e-08,6.66068645433638e-09,1.9016324386417526e-08,4.406074315000295e-08
Pure NK,30:1,No cytokine,278,18.0,2.2183264726300864e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,278,24.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.8858454495360176e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,278,30.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.0561437397257868e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,278,36.0,1.2563935788623802e-08,9.784302150068346e-09,8.536235005092829e-08,3.907824847838716e-08,6.66068645433638e-09,3.8880881527958244e-08,3.5797350840220366e-08
Pure NK,30:1,No cytokine,278,42.0,1.2563935788623802e-08,1.059934891509508e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.026645146886716e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,278,48.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,278,60.0,1.2563935788623802e-08,7.862992714070968e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.659311816798796e-08,3.684431542634806e-08
Pure NK,30:1,No cytokine,278,72.0,2.7698953353932052e-08,1.4217674836840147e-08,1.335631129130665e-07,5.076839517877662e-08,6.66068645433638e-09,1.0589373477051004e-07,4.406074315000295e-08
Pure NK,30:1,No cytokine,279,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,279,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,7.096160934730233e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,279,6.0,1.304546644899999e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,279,12.0,1.8631545355575387e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,4.0802175682812936e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,279,18.0,1.2615572469350787e-08,7.465354056645608e-09,8.536235005092829e-08,2.2046157791074954e-08,6.66068645433638e-09,3.1108529224379395e-08,3.9960040808172215e-08
Pure NK,30:1,No cytokine,279,24.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.815171766851717e-08,1.0055300878620402e-08,4.4078122770568396e-08,5.704033982998194e-08
Pure NK,30:1,No cytokine,279,30.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.777936355299482e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,279,36.0,2.0618728265772863e-08,7.465354056645608e-09,8.536235005092829e-08,2.628402137300756e-08,6.66068645433638e-09,4.7333417040574435e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,279,42.0,3.5709051356123216e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,7.19815878293033e-08
Pure NK,30:1,No cytokine,279,48.0,1.2563935788623802e-08,1.2082508730924439e-08,8.536235005092829e-08,1.5982565543759956e-08,9.752323296883206e-09,3.6675085716702866e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,279,60.0,1.2563935788623802e-08,1.0056494528616257e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.777936355299482e-08,3.0800562973453844e-08
Pure NK,30:1,No cytokine,279,72.0,1.304546644899999e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,6.861191535454092e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,276,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,276,3.0,1.4530268479947006e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,276,6.0,3.229513640387644e-08,9.920463762078535e-09,8.536235005092829e-08,1.5982565543759956e-08,1.0156152051663804e-08,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,276,12.0,2.6575631949031306e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,276,18.0,2.4683674809394876e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,4.0475848216662984e-08
Pure NK,30:1,IL-12+IL-15,276,24.0,2.6387573196498777e-08,8.27723807221053e-09,8.536235005092829e-08,2.8082197084124887e-08,6.66068645433638e-09,1.9016324386417526e-08,5.9485065815223734e-08
Pure NK,30:1,IL-12+IL-15,276,30.0,4.357410651359942e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,4.35512740255548e-08
Pure NK,30:1,IL-12+IL-15,276,36.0,1.903199205572645e-08,7.465354056645608e-09,8.536235005092829e-08,1.6491331591676173e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,276,42.0,3.409969970164346e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,276,48.0,1.2563935788623802e-08,7.465354056645608e-09,9.778809173382325e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,276,60.0,2.353571991258669e-08,7.724573615440419e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,276,72.0,2.1011852795101078e-08,1.9595118207360838e-08,1.0483755738252684e-07,1.6907705502910622e-08,1.2557399029392417e-08,2.80108198283435e-08,5.850894235657053e-08
Pure NK,30:1,IL-12+IL-15,277,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,277,3.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,277,6.0,2.563285458392873e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,277,12.0,3.156819252892031e-08,7.465354056645608e-09,8.536235005092829e-08,4.2362091765532177e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,277,18.0,2.2764692844768848e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,277,24.0,2.1988834566489523e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,277,30.0,2.4874039025227643e-08,7.465354056645608e-09,8.536235005092829e-08,2.0823141873524398e-08,6.66068645433638e-09,2.5454248517011034e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,277,36.0,2.353571991258669e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,277,42.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,277,48.0,1.304546644899999e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,277,60.0,1.5366086148745657e-08,1.2350762430642e-08,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,3.50132732621451e-08,3.788698462573789e-08
Pure NK,30:1,IL-12+IL-15,277,72.0,1.4949258238249774e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.3450422805502313e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,278,1.0,1.2563935788623802e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,278,3.0,4.08096024181671e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,278,6.0,4.545639479213095e-08,7.465354056645608e-09,8.536235005092829e-08,3.849641421987282e-08,6.66068645433638e-09,1.9979537357223482e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,278,12.0,3.193204155131979e-08,7.465354056645608e-09,8.536235005092829e-08,2.3870099289013018e-08,7.919808776738413e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,278,18.0,1.9629773776421546e-08,1.0328171597029239e-08,1.2131472236201026e-07,4.6389850384147394e-08,1.404176858636641e-08,1.9016324386417526e-08,3.5797350840220366e-08
Pure NK,30:1,IL-12+IL-15,278,24.0,2.3343403813761194e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.889234523749285e-09,1.9016324386417526e-08,7.103201740690144e-08
Pure NK,30:1,IL-12+IL-15,278,30.0,1.7217100771047504e-08,8.552590671391996e-09,8.536235005092829e-08,1.5982565543759956e-08,7.405769275114116e-09,1.9016324386417526e-08,1.1009161658413852e-07
Pure NK,30:1,IL-12+IL-15,278,36.0,2.506413632933782e-08,8.4149934141756e-09,1.6288437449893703e-07,1.5982565543759956e-08,1.5515384090245607e-08,2.829360758705557e-08,7.19815878293033e-08
Pure NK,30:1,IL-12+IL-15,278,42.0,3.8010797798944346e-08,8.4149934141756e-09,2.305057858298517e-07,3.086049049916882e-08,1.727117070573778e-08,5.1644594695187885e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,278,48.0,2.4874039025227643e-08,8.690032761281212e-09,1.1077487659660277e-07,6.428861869418336e-08,1.9207820854318573e-08,1.9016324386417526e-08,1.1143017496010574e-07
Pure NK,30:1,IL-12+IL-15,278,60.0,2.1599020125668194e-08,1.2886059466963834e-08,2.1470590896867098e-07,4.981927391039928e-08,6.66068645433638e-09,2.4597203645021046e-08,6.673595175529039e-08
Pure NK,30:1,IL-12+IL-15,278,72.0,1.2563935788623802e-08,7.724573615440419e-09,9.506312905437257e-08,1.5982565543759956e-08,2.2470400392272466e-08,3.417983965642302e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,279,1.0,2.372774779371473e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,1.1361171779267984e-08,1.9016324386417526e-08,6.529520246495681e-08
Pure NK,30:1,IL-12+IL-15,279,3.0,1.762334686901921e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,279,6.0,5.631821610418751e-08,7.465354056645608e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,2.942234878942141e-08,3.0800562973453844e-08
Pure NK,30:1,IL-12+IL-15,279,12.0,3.0288603135506356e-08,8.690032761281212e-09,8.536235005092829e-08,1.5982565543759956e-08,6.66068645433638e-09,1.9016324386417526e-08,9.566278102303218e-08
